time,open,high,low,close,volume,spread,real_volume
2019-01-28,3552.99,3554.93,3398.16,3456.88,81856,89,0
2019-01-29,3456.95,3467.93,3360.58,3426.86,80182,281,0
2019-01-30,3426.01,3490.75,3402.43,3473.41,77939,272,0
2019-01-31,3473.54,3508.3,3429.17,3445.15,77051,286,0
2019-02-01,3446.89,3491.79,3408.65,3472.49,77604,279,0
2019-02-02,3472.44,3512.62,3447.81,3501.75,76555,292,0
2019-02-03,3501.87,3506.92,3409.01,3448.23,76622,348,0
2019-02-04,3448.69,3468.58,3425.86,3439.63,76104,315,0
2019-02-05,3439.94,3463.2,3423.29,3460.37,72205,257,0
2019-02-06,3460.95,3473.04,3366.54,3402.28,79109,429,0
2019-02-07,3400.88,3413.44,3378.09,3389.34,72823,567,0
2019-02-08,3389.28,3738.97,3375.45,3661.43,77138,726,0
2019-02-09,3661.57,3679.14,3627.51,3657.55,78907,469,0
2019-02-10,3657.63,3690.28,3609.25,3686.06,79410,409,0
2019-02-11,3686.13,3689.88,3612.09,3622.08,80608,439,0
2019-02-12,3622.23,3661.43,3578.36,3628.13,80233,442,0
2019-02-13,3627.93,3669.25,3577.34,3609.35,80085,422,0
2019-02-14,3609.37,3622.55,3568.1,3597.46,79509,396,0
2019-02-15,3597.51,3655.38,3582.25,3607.02,78709,384,0
2019-02-16,3607.15,3653.0,3597.41,3613.76,79377,418,0
2019-02-17,3613.75,3711.01,3599.51,3664.81,80515,423,0
2019-02-18,3664.48,3951.41,3655.4,3912.88,83632,464,0
2019-02-19,3912.97,4011.2,3872.91,3928.42,82599,306,0
2019-02-20,3928.58,4000.07,3904.1,3981.9,79607,385,0
2019-02-21,3981.62,4039.02,3884.96,3943.86,79231,376,0
2019-02-22,3943.87,4001.01,3926.48,3989.75,78850,283,0
2019-02-23,3989.61,4192.72,3952.36,4146.91,78056,367,0
2019-02-24,4146.85,4220.25,3744.71,3769.28,81332,274,0
2019-02-25,3769.04,3904.88,3765.68,3857.77,82419,516,0
2019-02-26,3856.77,3871.13,3797.02,3835.67,82422,514,0
2019-02-27,3835.69,3870.88,3695.74,3835.77,81295,477,0
2019-02-28,3835.67,3918.28,3798.55,3829.14,82286,445,0
2019-03-01,3829.24,3885.82,3825.39,3848.76,80952,467,0
2019-03-02,3848.82,3860.44,3786.74,3849.03,80154,466,0
2019-03-03,3848.95,3859.52,3795.16,3824.57,76965,394,0
2019-03-04,3824.69,3844.36,3705.24,3738.32,80794,498,0
2019-03-05,3738.66,3907.2,3722.39,3887.95,80053,446,0
2019-03-06,3887.95,3925.64,3846.63,3892.01,81249,420,0
2019-03-07,3891.75,3931.28,3868.48,3898.4,80608,431,0
2019-03-08,3898.49,3954.96,3797.97,3879.38,79709,397,0
2019-03-09,3879.26,3990.75,3869.51,3959.31,79839,417,0
2019-03-10,3959.51,3959.51,3884.91,3939.95,78053,374,0
2019-03-11,3939.85,3950.59,3852.27,3887.43,80207,405,0
2019-03-12,3887.58,3918.97,3823.77,3895.13,79279,456,0
2019-03-13,3895.33,3911.59,3862.21,3888.03,77013,377,0
2019-03-14,3887.97,3935.32,3796.92,3889.92,76593,263,0
2019-03-15,3890.57,3951.27,3884.9,3943.26,78120,392,0
2019-03-16,3943.26,4080.11,3936.28,4030.23,79130,84,0
2019-03-17,4030.19,4031.83,3971.1,4008.28,74890,415,0
2019-03-18,4006.91,4056.79,3975.28,4011.25,78668,435,0
